,strain,name,ORF,gene_set,set_info,cluster,strain_order,Description
441,tub4-y445d,TUB4,YLR212C,kinetochore spindle actin tubulin mitotic exit,pos_with_GAP,expanded dataset,,Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress
442,cbf2-2,CBF2,YGR140W,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,"Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress"
443,cdc27-1,CDC27,YBL084C,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
444,cdc27-2,CDC27,YBL084C,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
445,ctf3,CTF3,YLR381W,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6
446,ctf8,CTF8,YHR191C,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,Subunit of a complex with Ctf18p; shares some subunits with Replication Factor C; required for sister chromatid cohesion
447,smc4-1,SMC4,YLR086W,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,"Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity, but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate"
448,spc25-1,SPC25,YER018C,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
449,tub4-y445d,TUB4,YLR212C,"kinetochore, spindle assembly checkpoint",pos_with_GAP,expanded dataset,,Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress
450,pml39,PML39,YML107C,mRNA export,mixed,expanded dataset,,Protein required for nuclear retention of unspliced pre-mRNAs; required along with Mlp1p and Pml1p; anchored to nuclear pore complex via Mlp1p and Mlp2p; found with the subset of nuclear pores farthest from the nucleolus; may interact with ribosomes
451,tom1,TOM1,YDR457W,mRNA export,mixed,expanded dataset,,E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase
452,apq12,APQ12,YIL040W,nuclear envelope surveillance system,mixed,expanded dataset,,"Nuclear envelope/ER integral membrane protein; interacts and functions with Brr6p and Brl1p in lipid homeostasis; mutants are defective in nuclear pore complex biogenesis, nuclear envelope morphology, mRNA export from the nucleus and are sensitive to sterol biosynthesis inhibitors and membrane fluidizing agents; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"
453,brr6-5001,BRR6,YGL247W,nuclear envelope surveillance system,mixed,expanded dataset,,"Essential nuclear envelope integral membrane protein; interacts and functions with Apq12p and Brl1p in lipid homeostasis; mutants are defective in nuclear pore complex biogenesis, nuclear envelope morphology, mRNA nuclear export, and are sensitive to sterol biosynthesis inhibitors and membrane fluidizing agents; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism; homologous to Brl1p"
454,did4,DID4,YKL002W,nuclear envelope surveillance system,pos_with_GAP,expanded dataset,,"Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
455,did4,DID4,YKL002W,nuclear envelope surveillance system,mixed,expanded dataset,,"Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
456,vps24,VPS24,YKL041W,nuclear envelope surveillance system,pos_with_GAP,expanded dataset,,One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
457,nup82-5005,NUP82,YJL061W,nuclear pore complex,mixed,expanded dataset,,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"
458,nup82-5005,NUP82,YJL061W,nuclear transport of protein and mRNA,mixed,expanded dataset,,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"
459,rpn11-8,RPN11,YFR004W,proteasome,mixed,expanded dataset,,"Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"
460,rpn6-1,RPN6,YDL097C,proteasome,mixed,expanded dataset,,"Essential, non-ATPase regulatory subunit of the 26S proteasome lid; required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion; protein abundance increases in response to DNA replication stress"
461,rpt6-20,RPT6,YGL048C,proteasome,mixed,expanded dataset,,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle; protein abundance increases in response to DNA replication stress
462,jjj1,JJJ1,YNL227C,ribosomal,pos_with_GEF,expanded dataset,,Co-chaperone that stimulates the ATPase activity of Ssa1p; required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis
463,mak21-1,MAK21,YDR060W,ribosomal,mixed,expanded dataset,,Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein
464,nop9-5001,NOP9,YJL010C,ribosomal,mixed,expanded dataset,,Essential subunit of U3-containing 90S preribosome; involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain
465,rpl16b,RPL16B,YNL069C,ribosomal,mixed,expanded dataset,,"Ribosomal 60S subunit protein L16B; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16B has a paralog, RPL16A, that arose from the whole genome duplication"
466,rpp2a,RPP2A,YOL039W,ribosomal,pos_with_GEF,expanded dataset,,"Ribosomal protein P2 alpha; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P2 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
467,rps11b,RPS11B,YBR048W,ribosomal,pos_with_GEF,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; RPS11B has a paralog, RPS11A, that arose from the whole genome duplication"
468,rps16a,RPS16A,YMR143W,ribosomal,pos_with_GEF,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication"
469,rps18b,RPS18B,YML026C,ribosomal,pos_with_GEF,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18B has a paralog, RPS18A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
470,rps19b,RPS19B,YNL302C,ribosomal,pos_with_GEF,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog, RPS19A, that arose from the whole genome duplication"
471,rps24b,RPS24B,YIL069C,ribosomal,pos_with_GEF,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24, no bacterial homolog; RPS24B has a paralog, RPS24A, that arose from the whole genome duplication"
472,rps27a,RPS27A,YKL156W,ribosomal,mixed,expanded dataset,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
473,rrp15-5007,RRP15,YPR143W,ribosomal,pos_with_GEF,expanded dataset,,Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs
474,sof1-5001,SOF1,YLL011W,ribosomal,pos_with_GEF,expanded dataset,,Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene
475,syo1,SYO1,YDL063C,ribosomal,pos_with_GEF,expanded dataset,,Transport adaptor or symportin; facilitates synchronized nuclear coimport of the two 5S-rRNA binding proteins Rpl5p and Rpl11p; binds to nascent Rpl5p during translation; required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
476,tef1,TEF1,YPR080W,ribosomal,mixed,expanded dataset,,"Translational elongation factor EF-1 alpha; GTP-bound active form, binds to and delivers aminoacylated tRNA to the A-site of ribosomes for elongation of nascent polypeptides; moonlighting function as an actin binding and bundling protein; association with GTPase Rho1p on the vacuolar membrane may facilitate F-actin remodeling; involved in tRNA re-export from the nucleus"
477,utp25-5003,UTP25,YIL091C,ribosomal,pos_with_GEF,expanded dataset,,Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis
478,ctf3,CTF3,YLR381W,spindle assembly checkpoint,pos_with_GAP,expanded dataset,,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6
479,cwc24-5004,CWC24,YLR323C,splicing,pos_with_GAP,expanded dataset,,General splicing factor; required for stable U2 snRNP binding to primary transcripts; essential for the first step of splicing; component of the pre-catalytic spliceosome complex containing Cef1p; similar to S. pombe Cwf24p
480,lsm2-5001,LSM2,YBL026W,splicing,pos_with_GAP,expanded dataset,,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
481,prp18-ts,PRP18,YGR006W,splicing,pos_with_GAP,expanded dataset,,Splicing factor and component of snRNP U5; factor involved in the positioning of the 3' splice site during the second catalytic step of splicing; interacts with Slu7p
482,prp18-1202,PRP18,YGR006W,splicing,pos_with_GEF,expanded dataset,,Splicing factor and component of snRNP U5; factor involved in the positioning of the 3' splice site during the second catalytic step of splicing; interacts with Slu7p
483,prp28-101,PRP28,YDR243C,splicing,pos_with_GAP,expanded dataset,,RNA binding protein; involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family
484,prp4-ts,PRP4,YPR178W,splicing,pos_with_GAP,expanded dataset,,Splicing factor; component of the U4/U6-U5 snRNP complex
485,prp42-5001,PRP42,YDR235W,splicing,mixed,expanded dataset,,U1 snRNP protein involved in splicing; required for U1 snRNP biogenesis; contains multiple tetriatricopeptide repeats
486,elp4,ELP4,YPL101W,tRNA modification,pos_with_GEF,expanded dataset,,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity; null mutation is functionally complemented by human ELP4
487,caf40,CAF40,YNL288W,transcription regulation and mediator complex,mixed,expanded dataset,,"Component of the CCR4-NOT transcriptional complex; evolutionarily conserved; involved in controlling mRNA initiation, elongation, and degradation; binds Cdc39p"
488,cdc73,CDC73,YLR418C,transcription regulation and mediator complex,pos_with_GAP,expanded dataset,,"Component of the Paf1p complex; binds to and modulates the activity of RNA polymerases I and II; required for expression of certain genes, modification of some histones, and telomere maintenance; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay; protein abundance increases in response to DNA replication stress; human homolog, parafibromin, is a tumour suppressor linked to breast, renal and gastric cancers"
489,med6-ts,MED6,YHR058C,transcription regulation and mediator complex,pos_with_GAP,expanded dataset,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress
490,med7-141,MED7,YOL135C,transcription regulation and mediator complex,mixed,expanded dataset,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
